N,idnum,New Point?,lon,lat,transit_dist_1,transit_dist_2,transit_dist_3,transit_score1,transit_score2,transit_score3,transit_score_std,prc.latino.std,dens.cvap.std,prc_asian_std,prc_AmInd_std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens_poll_std,dens.work.std,popDens.std,center_score,dropoff_score,dens_poll_std_0_3,wtd_center_score
681,3645,,-121.3374109,38.65552132,0.523545426,0.547902811,0.537462361,1,1,1,0,0.436708861,0.943037975,0,0.701923077,0.10443038,0.386075949,0.439873418,0.034810127,0.768987342,0.268131868,0.452531646,0.66129844,0.0220022,0.337078652,0.344097711,0.324161742,0.66129844,0.22755128
682,3588,,-121.3372804,38.648289,0.508245928,0.516880085,0.535691128,1,1,1,0,0.436708861,0.943037975,0,0.701923077,0.10443038,0.386075949,0.439873418,0.034810127,0.768987342,0.268131868,0.452531646,0.66129844,0.0220022,0.376805778,0.344197385,0.3253249,0.66129844,0.227617194
684,3646,,-121.3281629,38.655623,0.025934515,0.038239832,0.155780204,1,1,1,0.219954551,0.436708861,0.943037975,0,0.701923077,0.10443038,0.386075949,0.439873418,0.034810127,0.768987342,0.598901099,0.452531646,0.684952189,0.876787679,0.659309791,0.492539984,0.47769126,0.684952189,0.33736634
685,3589,,-121.3280333,38.64839066,0.027777417,0.102220128,0.117962948,1,1,1,0.247960492,0.436708861,0.943037975,0,0.701923077,0.10443038,0.386075949,0.439873418,0.034810127,0.768987342,0.598901099,0.452531646,0.684952189,0.876787679,0,0.403772483,0.382921884,0.684952189,0.276564846
687,3531,,-121.33715,38.64105668,0.496821148,0.503463918,0.517943604,1,1,1,0.248410574,0.436708861,0.943037975,0,0.701923077,0.10443038,0.386075949,0.439873418,0.034810127,0.768987342,0.17032967,0.452531646,0.42224459,0.415841584,0.412269262,0.38139492,0.362912189,0.42224459,0.161041941
688,3477,,-121.3370196,38.63382438,0.499855712,0.494983867,0.504462693,1,1,1,0.746129684,0.151898734,0.705696203,0.056962025,0.830128205,0.376582278,0.158227848,0.522151899,0.689873418,0.712025316,0.632967033,0.528481013,0.488676397,0.96039604,0.286617175,0.506556321,0.505814264,0.488676397,0.247542117
689,3423,,-121.3368892,38.62659209,0.454501122,0.468262331,0.493544968,1,1,1,1.416308421,0.151898734,0.705696203,0.056962025,0.830128205,0.376582278,0.158227848,0.522151899,0.689873418,0.712025316,0.403296703,0.528481013,0.562154001,0.357535754,0.717546148,0.550207424,0.567610409,0.562154001,0.309301305
691,3370,,-121.3367589,38.61935981,0.143597779,0.156997903,0.206246729,1,1,1,0.50684241,0.325949367,0.889240506,0.123417722,0.371794872,0.756329114,0.363924051,0.787974684,0.629746835,0.588607595,0.536263736,0.57278481,0.299446402,0.688668867,0.592044543,0.563298145,0.558116619,0.3,0.168989443
692,3369,,-121.3460023,38.61925748,0.12350481,0.136667316,0.277793119,1,1,1,0.537965245,0.325949367,0.889240506,0.123417722,0.371794872,0.756329114,0.363924051,0.787974684,0.629746835,0.588607595,0.641758242,0.57278481,0.753397081,0.146314631,0.484801364,0.541048779,0.539443974,0.753397081,0.407624571
693,3315,,-121.3458711,38.61202523,0.141234359,0.146809509,0.211289176,1,1,1,0.499333043,0.325949367,0.889240506,0.123417722,0.371794872,0.756329114,0.363924051,0.787974684,0.629746835,0.588607595,0.547252747,0.57278481,0.214393558,0.225522552,0.609550562,0.529769262,0.529347208,0.3,0.158930779
695,3316,,-121.3366285,38.61212755,0.153421876,0.160588239,0.251135546,1,1,1,0.56514566,0.325949367,0.889240506,0.123417722,0.371794872,0.756329114,0.363924051,0.787974684,0.629746835,0.588607595,0.505494505,0.57278481,0.490689482,0.708470847,0.579905698,0.579094761,0.572355611,0.490689482,0.284155708
696,3261,,-121.3457399,38.60479298,0.356869436,0.372511076,0.395308859,1,1,1,1.124689372,0.148734177,0.57278481,0.39556962,0.432692308,0.132911392,0.110759494,0.303797468,0.753164557,0.784810127,0.4,0.066455696,0.839456467,0.619361936,0.461426565,0.43618859,0.458161352,0.839456467,0.366161332
697,3207,,-121.3456087,38.59756075,0.119326723,0.147578346,0.133324585,0.25,0.25,0.25,0.400229654,0.148734177,0.57278481,0.39556962,0.432692308,0.132911392,0.110759494,0.303797468,0.753164557,0.784810127,0.4,0.066455696,0.839456467,0.619361936,0.304875602,0.37610427,0.381726867,0.839456467,0.315723162
698,3262,,-121.3364982,38.60489529,0.029101609,0.049597792,0.171659136,0.25,0.25,0.25,0.250358538,0.148734177,0.57278481,0.39556962,0.432692308,0.132911392,0.110759494,0.303797468,0.753164557,0.784810127,0.381318681,0.066455696,0.154001007,0.919691969,0.560794543,0.387072507,0.39369025,0.3,0.116121752
700,3208,,-121.336368,38.59766305,0.371637028,0.45080874,0.471435266,0.25,0.25,0.25,1.293881034,0.148734177,0.57278481,0.39556962,0.432692308,0.132911392,0.110759494,0.303797468,0.753164557,0.784810127,0.20989011,0.066455696,0.795671867,0.550055006,0.389195425,0.459148537,0.47572851,0.795671867,0.365331573
701,3478,,-121.3277743,38.63392603,0.113808291,0.162862656,0.189752131,1,1,1,0.466423078,0.060126582,0.851265823,0.142405063,0.987179487,0.455696203,0.142405063,0.471518987,0.458860759,0.787974684,0.273626374,0.430379747,0.460493206,0.882288229,0.342345506,0.460143944,0.443741975,0.460493206,0.21189316
702,3424,,-121.3276448,38.62669373,0.04785106,0.072736985,0.180891297,1,1,1,0.301479342,0.060126582,0.851265823,0.142405063,0.987179487,0.455696203,0.142405063,0.471518987,0.458860759,0.787974684,0.273626374,0.430379747,0.460493206,0.882288229,0.964937801,0.476665209,0.47059273,0.460493206,0.21950109
703,3479,,-121.318529,38.63402697,0.149799719,0.159629893,0.154670006,0.25,0.25,0.25,0.464099618,0.060126582,0.851265823,0.142405063,0.987179487,0.455696203,0.142405063,0.471518987,0.458860759,0.787974684,0.12967033,0.430379747,0.624056366,0.602860286,0.413573435,0.42393058,0.410022634,0.624056366,0.264556577
705,3481,,-121.3000384,38.63422673,0.140467718,0.167622107,0.234218864,1,1,1,0.54230869,0.060126582,0.851265823,0.142405063,0.987179487,0.455696203,0.142405063,0.471518987,0.458860759,0.787974684,0.658241758,0.430379747,0.56165073,0.122112211,0.369733146,0.431395161,0.43180044,0.56165073,0.242293407
706,3371,,-121.3275154,38.61946144,0.048768274,0.061163957,0.134851034,1,1,1,0.244783265,0.136075949,0.78164557,0.205696203,0.881410256,0.373417722,0.46835443,0.275316456,0.962025316,0.740506329,0.682417582,0.332278481,0.342224459,0.871287129,0.353430979,0.489325743,0.498122021,0.342224459,0.167459238
707,3317,,-121.327386,38.61222916,0.088655733,0.137470453,0.173725852,1,1,1,0.399852037,0.136075949,0.78164557,0.205696203,0.881410256,0.373417722,0.46835443,0.275316456,0.962025316,0.740506329,0.093406593,0.332278481,0.37443382,0.800880088,0.641753612,0.468547618,0.475997298,0.37443382,0.175440074
709,3706,,-121.3097946,38.66305661,0.060258259,0.115898195,0.110123457,0.25,0.25,1,0.286279911,0.10443038,0.699367089,0.006329114,0.503205128,0.522151899,0.316455696,0.455696203,0.661392405,0.803797468,0.546153846,0.186708861,0.351786613,0.346534653,0.334570626,0.427683267,0.43036773,0.351786613,0.150453248
710,3705,,-121.3190436,38.66295633,0.347387155,0.35444622,0.39054808,1,1,1,1.092381455,0.10443038,0.699367089,0.006329114,0.503205128,0.522151899,0.316455696,0.455696203,0.661392405,0.803797468,0.546153846,0.186708861,0.351786613,0.346534653,0.352377608,0.497695793,0.513942879,0.351786613,0.175082717
711,3648,,-121.3096669,38.65582424,0.120235599,0.133743489,0.167217745,0.25,0.25,0.25,0.421196833,0.10443038,0.699367089,0.006329114,0.503205128,0.522151899,0.316455696,0.455696203,0.661392405,0.803797468,0.545054945,0.186708861,0.196779064,0.051705171,0.570124398,0.462944774,0.471225368,0.3,0.138883432
713,3647,,-121.3189149,38.65572397,0.467490199,0.494004478,0.5373064,0.25,0.25,0.25,0.721121008,0.10443038,0.699367089,0.006329114,0.503205128,0.522151899,0.316455696,0.455696203,0.661392405,0.803797468,0.467032967,0.186708861,0.404126824,0.547854785,0.484801364,0.478703938,0.488713655,0.404126824,0.193457102
714,3707,,-121.3005457,38.66315618,0.030485318,0.03725379,0.149281627,1,1,1,0.217020735,0.265822785,0.731012658,0.012658228,0.224358974,0.256329114,0.21835443,0.199367089,0.474683544,0.265822785,0.603296703,0.256329114,0.603422245,0.438943894,0.447933387,0.363958845,0.368912132,0.603422245,0.219620863
716,3649,,-121.3004188,38.6559238,0.522514659,0.5368477,0.43282451,1,1,0.25,0.216412255,0.265822785,0.731012658,0.012658228,0.224358974,0.256329114,0.21835443,0.199367089,0.474683544,0.265822785,0.215384615,0.256329114,0.562657272,0.02750275,0.379012841,0.293879923,0.295204046,0.562657272,0.165353676
718,3592,,-121.300292,38.64869143,0.433874525,0.449929631,0.448164269,0.25,1,0.25,1.331968424,0.069620253,0.648734177,0.300632911,0.977564103,0.189873418,0.167721519,0.25,0.569620253,0.746835443,0.217582418,0.313291139,0.843482637,0.397139714,0.40625,0.448477897,0.462093989,0.843482637,0.378283319
719,3591,,-121.3095391,38.64859188,0.09130791,0.098030319,0.206311298,0.25,0.25,0.25,0.395649527,0.069620253,0.648734177,0.300632911,0.977564103,0.189873418,0.167721519,0.25,0.569620253,0.746835443,0.217582418,0.313291139,0.843482637,0.397139714,0.293689807,0.341103847,0.339734554,0.843482637,0.287715173
720,3534,,-121.3094114,38.64135953,0.328739624,0.345569621,0.349689036,1,1,1,1.023998281,0.069620253,0.648734177,0.300632911,0.977564103,0.189873418,0.167721519,0.25,0.569620253,0.746835443,0.217582418,0.313291139,0.843482637,0.397139714,0.312600321,0.410301189,0.417812166,0.843482637,0.346081929
721,3590,,-121.3187862,38.64849162,0.033463828,0.062845206,0.183528988,0.25,0.25,0.25,0.279838022,0.240506329,0.42721519,0.113924051,0.900641026,0.158227848,0.193037975,0.183544304,0.949367089,0.639240506,0.26043956,0.253164557,0.89229995,0.331133113,0.4179374,0.377671912,0.384717585,0.89229995,0.336996628
722,3532,,-121.3279038,38.64115834,0.003987491,0.038249134,0.192262342,1,1,1,0.234498966,0.240506329,0.42721519,0.113924051,0.900641026,0.158227848,0.193037975,0.183544304,0.949367089,0.639240506,0.26043956,0.253164557,0.89229995,0.331133113,0.631520867,0.370562122,0.383053138,0.89229995,0.330652563
723,3533,,-121.3186576,38.64125929,0.112606912,0.127285073,0.138183177,0.25,0.25,0.25,0.378075162,0.240506329,0.42721519,0.113924051,0.900641026,0.158227848,0.193037975,0.183544304,0.949367089,0.639240506,0.26043956,0.253164557,0.89229995,0.331133113,0.34570626,0.350102072,0.361298304,0.89229995,0.312396061
725,3658,,-121.2171852,38.65678809,0.511666934,0.556519147,0.47092418,1,1,0.25,0.23546209,0.120253165,0.702531646,0.579113924,0.564102564,0.151898734,0.041139241,0.164556962,0.702531646,0.446202532,0.140659341,0.050632911,0.894816306,0.509350935,0.45309992,0.297524404,0.302405592,0.894816306,0.266229688
729,3657,,-121.2264335,38.65669488,0.135371244,0.22152518,0.230834712,0.25,0.25,0.25,0.587731136,0.227848101,0.873417722,0.547468354,0.548076923,0.303797468,0.012658228,0.167721519,0.158227848,0.563291139,0.186813187,0.053797468,0.715651736,0.746974697,0.407353531,0.330357477,0.3251403,0.715651736,0.236420902
730,3714,,-121.2358023,38.66383341,0.019654158,0.169646648,0.361160499,1,1,1,0.550461305,0.227848101,0.873417722,0.547468354,0.548076923,0.303797468,0.012658228,0.167721519,0.158227848,0.563291139,0.701098901,0.053797468,0.75691998,0.301430143,0.359249599,0.332500883,0.338632146,0.75691998,0.251676562
732,3656,,-121.2356818,38.65660096,0.514883736,0.551387959,0.621403704,1,1,1,0,0.227848101,0.873417722,0.547468354,0.548076923,0.303797468,0.012658228,0.167721519,0.158227848,0.563291139,0.701098901,0.053797468,0.75691998,0.301430143,0.346558989,0.286392285,0.283035092,0.75691998,0.216776043
734,3543,,-121.2261943,38.64223001,0.044975028,0.082247648,0.125525288,0.25,0.25,0.25,0.252747964,0.227848101,0.873417722,0.547468354,0.548076923,0.303797468,0.012658228,0.167721519,0.158227848,0.563291139,0.16043956,0.053797468,0.741318571,0.550055006,0.360503612,0.299207482,0.286828456,0.741318571,0.221808063
735,3600,,-121.2263139,38.64946244,0.03559463,0.073586015,0.235576143,0.25,0.25,0.25,0.344756788,0.227848101,0.873417722,0.547468354,0.548076923,0.303797468,0.012658228,0.167721519,0.158227848,0.563291139,0.328571429,0.053797468,0.646703573,0.151815182,0.341041332,0.272218736,0.269731677,0.646703573,0.176044829
736,3710,,-121.2727987,38.66345065,0.028505578,0.045687193,0.089845755,1,1,1,0.164038526,0.208860759,0.243670886,0.196202532,0.192307692,0.107594937,0.601265823,0.53164557,0.591772152,0.674050633,0.32967033,0.189873418,0.676396578,0.803080308,0.279745185,0.371343486,0.376206861,0.676396578,0.251175463
737,3709,,-121.2820477,38.6633532,0.095138279,0.109982894,0.130684783,1,1,1,0.335805956,0.208860759,0.243670886,0.196202532,0.192307692,0.107594937,0.601265823,0.53164557,0.591772152,0.674050633,0.32967033,0.189873418,0.676396578,0.803080308,0.339034912,0.394482311,0.402711131,0.676396578,0.266826485
738,3708,,-121.2912967,38.66325504,0.036072029,0.056799036,0.073351771,1,1,1,0.166222837,0.208860759,0.243670886,0.196202532,0.192307692,0.107594937,0.601265823,0.53164557,0.591772152,0.674050633,0.32967033,0.189873418,0.676396578,0.803080308,0.252608347,0.365624827,0.370527236,0.676396578,0.247307381
740,3652,,-121.2726745,38.65621824,0.029162725,0.199020836,0.268291554,1,1,1,0.496475114,0.208860759,0.243670886,0.196202532,0.192307692,0.107594937,0.601265823,0.53164557,0.591772152,0.674050633,0.32967033,0.189873418,0.676396578,0.803080308,0.439606742,0.417501484,0.429928184,0.676396578,0.282396575
741,3651,,-121.2819226,38.6561208,0.536530795,0.540453515,0.546895775,1,1,1,0,0.208860759,0.243670886,0.196202532,0.192307692,0.107594937,0.601265823,0.53164557,0.591772152,0.674050633,0.32967033,0.189873418,0.676396578,0.803080308,0.327247191,0.372963922,0.374468545,0.676396578,0.25227152
742,3650,,-121.2911707,38.65602265,0.073880249,0.078248183,0.174859258,1,1,1,0.32698769,0.208860759,0.243670886,0.196202532,0.192307692,0.107594937,0.601265823,0.53164557,0.591772152,0.674050633,0.324175824,0.189873418,0.620533468,0.448844884,0.895214687,0.414976108,0.435318768,0.620533468,0.257506563
743,3713,,-121.2450514,38.66373878,0.080719957,0.237648416,0.33271807,1,1,1,0.651086443,0.053797468,0.762658228,0.186708861,0.400641026,0.136075949,0.018987342,0.259493671,0.151898734,0.259493671,0.218681319,0.272151899,0.687971817,0.433443344,0.389195425,0.288791219,0.288582485,0.687971817,0.198680219
744,3712,,-121.2543005,38.66364344,0.051152763,0.243383061,0.266242624,1,1,1,0.560778448,0.053797468,0.762658228,0.186708861,0.400641026,0.136075949,0.018987342,0.259493671,0.151898734,0.259493671,0.218681319,0.272151899,0.687971817,0.433443344,0.493780096,0.292083158,0.291849592,0.687971817,0.200944981
746,3654,,-121.2541782,38.65641102,0.535665339,0.495330053,0.578743642,1,1,1,0.247665027,0.053797468,0.762658228,0.186708861,0.400641026,0.136075949,0.018987342,0.259493671,0.151898734,0.259493671,0.18021978,0.272151899,0.682435833,0.668866887,0.362961477,0.265513938,0.255536699,0.682435833,0.181196226
747,3653,,-121.2634264,38.65631498,0.05604479,0.148022828,0.203873218,1,1,1,0.407940836,0.053797468,0.762658228,0.186708861,0.400641026,0.136075949,0.018987342,0.259493671,0.151898734,0.259493671,0.18021978,0.272151899,0.682435833,0.668866887,0.442465891,0.28932569,0.282866029,0.682435833,0.197446218
748,3711,,-121.2635496,38.6635474,0.064558824,0.106586471,0.126857186,1,1,1,0.298002481,0.053797468,0.762658228,0.186708861,0.400641026,0.136075949,0.018987342,0.259493671,0.151898734,0.259493671,0.326373626,0.272151899,0.673880221,0.616061606,0.341593098,0.272941206,0.26677847,0.673880221,0.18392968
749,3596,,-121.2633031,38.64908258,0.061104256,0.077430979,0.130400668,1,1,1,0.268935903,0.101265823,0.683544304,0.075949367,0.070512821,0.294303797,0,0.310126582,0.265822785,0.481012658,0.430769231,0.240506329,0.311524912,0.135313531,0.556982343,0.304006407,0.304734985,0.311524912,0.094705569
750,3595,,-121.2725504,38.64898585,0.225623795,0.264973777,0.302892013,1,1,1,0.793489584,0.101265823,0.683544304,0.075949367,0.070512821,0.294303797,0,0.310126582,0.265822785,0.481012658,0.702197802,0.240506329,0.657775541,0.200220022,0.322582263,0.350927093,0.361000102,0.657775541,0.230831258
752,3539,,-121.2631799,38.64185018,0.229015079,0.248508821,0.308024433,1,1,1,0.785548333,0.101265823,0.683544304,0.075949367,0.070512821,0.294303797,0,0.310126582,0.265822785,0.481012658,0.1,0.240506329,0.406643181,0.841584158,0.342345506,0.35307715,0.346892057,0.406643181,0.143576415
753,3594,,-121.2817976,38.64888841,0.542561548,0.565995399,0.600757375,1,1,1,0,0.243670886,0.689873418,0.32278481,0.990384615,0.335443038,0.392405063,0.458860759,0.414556962,0.253164557,0.976923077,0.094936709,0.414695521,0.293729373,0.309640851,0.353147139,0.364714484,0.414695521,0.146448537
754,3593,,-121.2910448,38.64879027,0.108624409,0.26471396,0.311688396,1,1,1,0.685026765,0.243670886,0.689873418,0.32278481,0.990384615,0.335443038,0.392405063,0.458860759,0.414556962,0.253164557,0.693406593,0.094936709,0.650729743,0.645764576,0.383025682,0.417888701,0.434225094,0.650729743,0.271932607
756,3538,,-121.2724263,38.64175346,0.114055952,0.122172062,0.13009497,1,1,1,0.366322985,0.243670886,0.689873418,0.32278481,0.990384615,0.335443038,0.392405063,0.458860759,0.414556962,0.253164557,0.585714286,0.094936709,0.730246603,0.625962596,0.307233146,0.376698642,0.384582849,0.730246603,0.275082903
757,3536,,-121.2909189,38.64155791,0.151909501,0.191621569,0.200339689,1,1,1,0.543870759,0.243670886,0.689873418,0.32278481,0.990384615,0.335443038,0.392405063,0.458860759,0.414556962,0.253164557,0.585714286,0.094936709,0.730246603,0.625962596,0.58988764,0.421747846,0.436464715,0.730246603,0.307979932
759,3482,,-121.290793,38.63432556,0.1745294,0.217019226,0.267508635,1,1,1,0.659057261,0.243670886,0.689873418,0.32278481,0.990384615,0.335443038,0.392405063,0.458860759,0.414556962,0.253164557,0.348351648,0.094936709,0.607951686,0.669966997,0.455808587,0.40730889,0.416890383,0.607951686,0.247624126
760,4057,,-121.3013074,38.70655073,0.178548667,0.216874832,0.21588923,1,1,1,0.611312728,0.174050633,0.911392405,0.297468354,0.157051282,0.917721519,0.360759494,0.208860759,0.57278481,0.243670886,0.791208791,0.471518987,0.642174132,0.093509351,0.560794543,0.473461059,0.487823406,0.642174132,0.304044445
761,4058,,-121.292053,38.70664965,0.040702738,0.107518984,0.130509116,1,1,1,0.278730838,0.174050633,0.911392405,0.297468354,0.157051282,0.917721519,0.360759494,0.208860759,0.57278481,0.243670886,0.248351648,0.471518987,0.667840966,0.532453245,0.437750803,0.433644647,0.425941803,0.667840966,0.28960566
763,4000,,-121.3011804,38.69931827,0.524318445,0.537714447,0.587998587,1,1,1,0,0.174050633,0.911392405,0.297468354,0.157051282,0.917721519,0.360759494,0.208860759,0.57278481,0.243670886,0.248351648,0.471518987,0.667840966,0.532453245,0.459520465,0.418073507,0.40535769,0.667840966,0.279206615
764,4001,,-121.2919269,38.69941718,0.108120231,0.124187909,0.140542656,1,1,1,0.372850796,0.174050633,0.911392405,0.297468354,0.157051282,0.917721519,0.360759494,0.208860759,0.57278481,0.243670886,0.248351648,0.471518987,0.667840966,0.532453245,0.500601926,0.441275646,0.436870227,0.667840966,0.294701954
765,3942,,-121.3010534,38.69208583,0.096851214,0.170887085,0.216759643,1,1,1,0.484497943,0.174050633,0.911392405,0.297468354,0.157051282,0.917721519,0.360759494,0.208860759,0.57278481,0.243670886,0.208791209,0.471518987,0.409662808,0.100110011,0.739365971,0.471157576,0.471435791,0.409662808,0.193015736
766,4166,,-121.2923053,38.72111463,0.09689888,0.108614985,0.17178731,1,1,1,0.377301175,0.493670886,0.379746835,0.310126582,0.480769231,0.67721519,0.332278481,0.39556962,0.794303797,0.139240506,0.697802198,0.911392405,0.817815803,0.677667767,0.370786517,0.509616393,0.506091794,0.817815803,0.41677234
768,4112,,-121.3014345,38.7137832,0.479485978,0.475967671,0.489955619,1,1,1,1.445409268,0.493670886,0.379746835,0.310126582,0.480769231,0.67721519,0.332278481,0.39556962,0.794303797,0.139240506,0.697802198,0.911392405,0.817815803,0.677667767,0.511587079,0.609865624,0.626551147,0.817815803,0.498757745
769,4113,,-121.2921792,38.71388213,0.086222062,0.110747302,0.227292543,1,1,1,0.424261906,0.493670886,0.379746835,0.310126582,0.480769231,0.67721519,0.332278481,0.39556962,0.794303797,0.139240506,0.654945055,0.911392405,0.291394061,0.376237624,0.585874799,0.513371046,0.515313562,0.3,0.154011314
771,3825,,-121.3007995,38.67762098,0.155718826,0.182018005,0.225936874,1,1,1,0.563673705,0.348101266,0.844936709,0.018987342,0.230769231,0.667721519,0.183544304,0.42721519,0.876582278,0.493670886,0.79010989,0.367088608,0.600905888,0.130913091,0.664325843,0.528735361,0.542188494,0.600905888,0.317720192
772,3824,,-121.3100503,38.67752139,0.039822136,0.078125471,0.263403142,1,1,1,0.381350748,0.348101266,0.844936709,0.018987342,0.230769231,0.667721519,0.183544304,0.42721519,0.876582278,0.493670886,0.79010989,0.367088608,0.600905888,0.130913091,0.518007624,0.508090809,0.515223812,0.600905888,0.305314759
773,3766,,-121.3006726,38.67038857,0.463899316,0.479029705,0.485910864,1,1,1,1.428839885,0.348101266,0.844936709,0.018987342,0.230769231,0.667721519,0.183544304,0.42721519,0.876582278,0.493670886,0.728571429,0.367088608,0.310518369,0.00660066,0.493780096,0.581313174,0.60534005,0.310518369,0.180508419
774,4004,,-121.2641663,38.69970969,0.416177675,0.429069908,0.479596129,1,1,1,1.324843712,0.458860759,0.528481013,0.015822785,0.903846154,0.607594937,0.14556962,0.344936709,0.746835443,0.53164557,0.60989011,0.512658228,0.656768998,0.606160616,0.638342697,0.579956213,0.59597829,0.656768998,0.380897261
775,3946,,-121.2640429,38.69247721,0.409239472,0.424924782,0.465824517,1,1,1,1.299988771,0.458860759,0.528481013,0.015822785,0.903846154,0.607594937,0.14556962,0.344936709,0.746835443,0.53164557,0.60989011,0.512658228,0.656768998,0.606160616,0.566211878,0.58457016,0.597388795,0.656768998,0.383927558
776,3888,,-121.2639195,38.68524474,0.4554036,0.46945047,0.467879369,1,1,1,1.392733438,0.458860759,0.528481013,0.015822785,0.903846154,0.607594937,0.14556962,0.344936709,0.746835443,0.53164557,0.827472527,0.512658228,0.261701057,0.817381738,0.990920947,0.634287117,0.660798362,0.3,0.190286135
777,3831,,-121.2452944,38.67820369,0.046916216,0.277021354,0.278579773,1,1,1,0.602517342,0.205696203,0.360759494,0.189873418,0.375,0.674050633,0.186708861,0.237341772,0.490506329,0.436708861,0.112087912,0.386075949,0.263210871,0.357535754,0.295495586,0.348433437,0.346555775,0.3,0.104530031
778,3830,,-121.2545453,38.67810834,0.081961113,0.229531157,0.342161339,1,1,1,0.653653609,0.205696203,0.360759494,0.189873418,0.375,0.674050633,0.186708861,0.237341772,0.490506329,0.436708861,0.112087912,0.386075949,0.263210871,0.357535754,0.303170144,0.346088171,0.346096461,0.3,0.103826451
780,4117,,-121.2551577,38.71427081,0.826471333,0.959124247,0.971342901,1,1,1,0,0.117088608,0.651898734,0.193037975,0.967948718,0.240506329,0.139240506,0.28164557,0.316455696,0.028481013,0.767032967,0.224683544,0.9562154,0.350935094,0.544793339,0.322959273,0.328119311,0.9562154,0.30881863
782,4116,,-121.2644131,38.7141747,0.39114386,0.410540442,0.475669926,1,1,1,1.277354229,0.117088608,0.651898734,0.193037975,0.967948718,0.240506329,0.139240506,0.28164557,0.316455696,0.028481013,0.525274725,0.224683544,0.777554102,0.721672167,0.556982343,0.408149203,0.43103801,0.777554102,0.317358087
783,4063,,-121.2457807,38.70713368,1.205673884,1.084512564,1.298551929,1,0.5,0.5,0,0.389240506,0.797468354,0.158227848,0.842948718,0.5,0.297468354,0.231012658,0.537974684,0.60443038,0.367032967,0.420886076,0.85656769,0.114411441,0.41111557,0.400655226,0.389890531,0.85656769,0.343188321
784,4118,,-121.2459023,38.71436621,0.706630179,1.010057763,1.015353753,1,1,1,0,0.389240506,0.797468354,0.158227848,0.842948718,0.5,0.297468354,0.231012658,0.537974684,0.60443038,0.367032967,0.420886076,0.85656769,0.114411441,0.585874799,0.389545534,0.384902613,0.85656769,0.333672118
785,4061,,-121.2642897,38.70694219,0.40680373,0.428711192,0.419261454,1,1,1,1.254776376,0.389240506,0.797468354,0.158227848,0.842948718,0.5,0.297468354,0.231012658,0.537974684,0.60443038,0.303296703,0.420886076,0.297936588,0.478547855,0.387941413,0.523540771,0.529045087,0.3,0.157062231
786,4062,,-121.2550352,38.70703829,0.902466991,0.9159203,0.918826128,1,1,1,0,0.389240506,0.797468354,0.158227848,0.842948718,0.5,0.297468354,0.231012658,0.537974684,0.60443038,0.496703297,0.420886076,0.739305486,0.321232123,0.694121188,0.425962674,0.423211189,0.739305486,0.314916542
788,4110,,-121.319945,38.71358322,0.437782706,0.455147801,0.465718122,1,1,1,1.358648629,0.696202532,0.712025316,0.566455696,0.942307692,0.433544304,0.196202532,0.715189873,0.408227848,0.123417722,0.050549451,0.882911392,0.412682436,0.316831683,0.659309791,0.517369127,0.51589307,0.412682436,0.213509152
789,4054,,-121.3290705,38.70624972,0.109738101,0.138870208,0.293513628,1,1,1,0.542121937,0.696202532,0.712025316,0.566455696,0.942307692,0.433544304,0.196202532,0.715189873,0.408227848,0.123417722,0.050549451,0.882911392,0.412682436,0.316831683,0,0.394454747,0.368372416,0.412682436,0.162784546
791,4111,,-121.3106897,38.71368356,0.495199524,0.520841116,0.523969309,1,1,1,0.247599762,0.696202532,0.712025316,0.566455696,0.942307692,0.433544304,0.196202532,0.715189873,0.408227848,0.123417722,0.552747253,0.882911392,0.794665325,0.556655666,0.79980939,0.533018449,0.516901708,0.794665325,0.423571279
792,4165,,-121.3015615,38.72101569,0.580514336,0.632333107,0.671734766,0.75,0.75,0.75,0,0.642405063,0.075949367,0.009493671,0.971153846,0.42721519,0.325949367,0.063291139,0.905063291,0.42721519,0.362637363,0.493670886,0.296930045,0.276127613,0.751655297,0.419156909,0.425138576,0.3,0.125747073
793,4055,,-121.3198161,38.70635076,0.133018121,0.140448586,0.206621072,1,1,1,0.480087779,0.778481013,0.227848101,0.155063291,0.996794872,0.180379747,0.300632911,0.553797468,0.724683544,0.566455696,0.392307692,0.341772152,0.491696024,0.829482948,0.544793339,0.490817071,0.492055995,0.491696024,0.241332802
794,3998,,-121.3196873,38.69911833,0.577004621,0.586835812,0.607565525,1,1,1,0,0.778481013,0.227848101,0.155063291,0.996794872,0.180379747,0.300632911,0.553797468,0.724683544,0.566455696,0.392307692,0.341772152,0.491696024,0.829482948,0.499247592,0.44296463,0.435949201,0.491696024,0.217803947
795,3997,,-121.3289407,38.69901729,0.251229581,0.432739628,0.527978306,1,1,1,0.512976907,0.462025316,0.446202532,0.560126582,0.945512821,0.556962025,0.594936709,0.639240506,0.506329114,0.360759494,0.824175824,0.686708861,0.301962758,0.825082508,0.495636035,0.55915419,0.561570677,0.301962758,0.168843741
797,3996,,-121.3381941,38.69891556,0.453266052,0.718924606,0.816264613,1,1,1,0.226633026,0.462025316,0.446202532,0.560126582,0.945512821,0.556962025,0.594936709,0.639240506,0.506329114,0.360759494,0.824175824,0.686708861,0.301962758,0.825082508,0,0.477607025,0.469038285,0.301962758,0.144219535
